Ano,Quadro_H,Codigo,Descri_Item,Cod_harmo
1987,9,908,RELOGIO D'AGUA (TAXA DE INSTALAÇAO),31007
1987,9,908,TAXA DE INSTALAÇÃO DE RELOGIO D'AGUA,31007
1987,9,909,TAXA DE TRANSFERENCIA DE TELEFONE,31007
1987,9,909,TRANSFERENCIA DE TELEFONE (TAXA),31007
1987,9,910,INTERFONE (TAXA DE INSTALAÇÃO),31007
1987,9,910,"TAXA DE INSTALAÇÃO DE INTERFONE,TELEFONE",31007
1987,9,910,TELEFONE (TAXA DE INSTALAÇÃO),31007
1987,9,911,MANUTENÇÃO DE ELEVADOR,31007
1987,9,911,TAXA DE MANUTENÇÃO DE ELEVADOR,31007
1987,9,996,AGREGADO,31007
1987,9,997,VALOR ESCRITURAL DO IMOVEL ADQUIRIDO EM 1ª LOCAÇÃO (A VISTA OU A PRAZO),42001
1987,9,998,ALUGUEL ESTIMADO,31001
1987,10,1000,"DESPESAS COM CONSTRUÇÃO,REFORMA E PEQUENOS REPAROS DE IMOVEIS, E COM JARDINEIRO",42002
1987,10,1001,AZULEJO E PISO,42002
1987,10,1001,PISO,42002
1987,10,1002,BANHEIRA,42002
1987,10,1002,BIDE,42002
1987,10,1002,CONJUNTO SANITARIO,42002
1987,10,1002,"PIA, VASO, BIDE, BANHEIRA, SABONETEIRA E CONJUNTO SANITARIO",42002
1987,10,1002,SABONETEIRA (NÃO PLASTICA),42002
1987,10,1002,VASO SANITARIO,42002
1987,10,1003,JANELA E PORTA,42002
1987,10,1003,PORTA,42002
1987,10,1004,MADEIRA E TACO,42002
1987,10,1004,TACO,42002
1987,10,1005,CIMENTO,42002
1987,10,1005,CIMENTO BRANCO,42002
1987,10,1006,TIJOLO,42002
1987,10,1007,VIDRO,42002
1987,10,1008,TINTA,42002
1987,10,1009,CAL,42002
1987,10,1009,CAL VIRGEM,42002
1987,10,1009,LIXA PARA MADEIRA,42002
1987,10,1009,MASSA CORRIDA PARA PAREDE,42002
1987,10,1009,MATERIAL DE PINTURA EM GERAL,42002
1987,10,1009,ROLO PARA PINTURA,42002
1987,10,1010,CANO,42002
1987,10,1010,MATERIAL HIDRAULICO,42002
1987,10,1010,"TORNEIRA,CANO E MATERIAL HIDRAULICO EM GERAL",42002
1987,10,1011,ARAME,42002
1987,10,1011,CADEADO,42002
1987,10,1011,FECHADURA,42002
1987,10,1011,"FERRAGENS (FECHADURA, FERRO, ARAME, PREGO, ETC.)",42002
1987,10,1011,FERRO,42002
1987,10,1011,PREGO,42002
1987,10,1011,"RALO (ESGOTO, BANHEIRO, ETC.)",42002
1987,10,1011,TELA DE ARAME,42002
1987,10,1011,TRILHO METALICO,42002
1987,10,1012,FIO PARA INSTALÇÃO ELETRICA,42002
1987,10,1012,FIOS E MATERIAL ELETRICO EM GERAL,42002
1987,10,1012,MATERIAL ELETRICO PARA INSTALAÇÃO,42002
1987,10,1013,ELETRICISTA,42002
1987,10,1013,MARCENEIRO,42002
1987,10,1013,"MÃO-DE-OBRA (PEDREIRO, MARCENEIRO, ELETRICISTA, ETC.)",42002
1987,10,1013,PEDREIRO,42002
1987,10,1014,"DEDETIZAÇÃO, DESRATIZAÇÃO, ETC.",42002
1987,10,1014,DESRATIZAÇÃO,42002
1987,10,1015,POLIURETANO,42002
1987,10,1015,SINTECO,42002
1987,10,1015,"VITRIFICAÇÃO (SINTECO, POLIURETANO, ETC.)",42002
1987,10,1016,CONSTRUÇÃO POR EMPREITADA,42002
1987,10,1016,EMPREITADA,42002
1987,10,1016,EMPREITEIRO,42002
1987,10,1016,OBRA POR EMPREITADA,42002
1987,10,1016,REFORMAS OU OBRAS POR EMPREITADA,42002
1987,10,1017,DESEMBARAÇO DE DOCUMENTAÇÃO PARA OBRA,42002
1987,10,1017,"LICENÇA PARA OBRAS,PLANTA E DESEMBARAÇO DE DOCUMENTAÇÃO",42002
1987,10,1017,PLANTA PARA OBRA,42002
1987,10,1018,"ARTIGOS DE JARDINAGEM (PLANTAS, TERRA, SEMENTES, XAXIM, VASO, SUPORTE PARA PLANTA, ETC.)",42002
1987,10,1018,PLANTAS NATURAIS,42002
1987,10,1018,PODÃO,42002
1987,10,1018,SEMENTES,42002
1987,10,1018,SUPORTE PARA PLANTA,42002
1987,10,1018,TERRA VEGETAL,42002
1987,10,1018,TESOURA PODADEIRA,42002
1987,10,1018,VASO PARA PLANTA,42002
1987,10,1018,XAXIM,42002
1987,10,1019,CARRETO DE MATERIAL DE CONSTRUÇÃO,42002
1987,10,1019,FRETE DE MATERIAL DE CONSTRUÇÃO,42002
1987,10,1020,CAIXA PARA CORREIO,42002
1987,10,1020,CAIXA PARA CORRESPONDENCIA,42002
1987,10,1021,LAGE PRE-MOLDADA,42002
1987,10,1022,AREIA,42002
1987,10,1022,ARENOSO,42002
1987,10,1022,ATERRO,42002
1987,10,1022,BARRO,42002
1987,10,1022,CAULIM,42002
1987,10,1022,SAIBRO,42002
1987,10,1022,TERRA,42002
1987,10,1023,BRITA,42002
1987,10,1023,PEDRA BRITADA,42002
1987,10,1023,PEDRA MARROADA,42002
1987,10,1023,PEDRA PARA ALICERCE,42002
1987,10,1023,PO DE PEDRA,42002
1987,10,1024,PORTÃO,42002
1987,10,1025,INPS PARA OBRA,42002
1987,10,1026,BASCULANTE,42002
1987,10,1027,COLA (EXCETO DUREPOX),42002
1987,10,1028,ARGAMASSA,42002
1987,10,1029,"TELHAS (BARRO, AMIANTO, FIBRA, ALUMINIO, ETC.)",42002
1987,10,1030,PARAPEITO DE JANELA DE QUALQUER MATERIAL,42002
1987,10,1030,SOLEIRA DE QUALQUER MATERIAL,42002
1987,10,1030,SOLEIRA E PARAPEITO DE JANELA DE QUALQUER MATERIAL,42002
1987,10,1031,BALCÃO DE MARMORE PARA PIA,42002
1987,10,1031,MARMORE (PEDRA),42002
1987,10,1031,PEDRA MARMORE,42002
1987,10,1032,CAIXA D'AGUA,42002
1987,10,1032,TAMPA PARA CAIXA D'AGUA,42002
1987,10,1033,GRADE DE FERRO,42002
1987,10,1034,BLOCKET (BLOCO DE CIMENTO),42002
1987,10,1034,BLOCO DE CIMENTO,42002
1987,10,1035,BOX PARA BANHEIRO,42002
1987,10,1036,TANQUE,42002
1987,10,1037,PORTAL,42002
1987,10,1038,CAIXA DE LUZ (PADRÃO),42002
1987,10,1039,CAIXA DE DESCARGA,42002
1987,10,1040,GESSO PARA CONSTRUÇÃO E REFORMA,42002
1987,10,1041,ESPELHO PARA BANHEIRO,42002
1987,10,1042,MANILHA,42002
1987,10,1043,ANEL DE CIMENTO OU CONCRETO,42002
1987,10,1043,"PLACA, ANEL, VIGA, ETC. DE CIMENTO OU CONCRETO",42002
1987,10,1043,VIGA DE CIMENTO,42002
1987,10,1044,CAIXA DE REGISTRO D'AGUA,42002
1987,10,1045,MATERIAL PLASTICO PARA COBERTURA,42002
1987,10,1045,PLASTICO (MATERIAL PARA COBERTURA),42002
1987,10,1045,TOLDO PLASTICO,42002
1987,10,1046,DUREPOX,42002
1987,10,1046,EPOX (COLA),42002
1987,10,1047,CUBA PARA PIA,42002
1987,10,1047,PIA (CUBA),42002
1987,10,1048,CALHA,42002
1987,10,1049,ESQUADRIA,42002
1987,10,1050,FOLHA DE FORMICA,42002
1987,10,1050,FORMICA (FOLHA),42002
1987,10,1051,POSTE (CIMENTO),42002
1987,10,1052,CUPINICIDA,42002
1987,10,1052,REMEDIO PARA CUPIM (CUPINICIDA),42002
1987,10,1053,CLORO PARA PISCINA,42002
1987,10,1053,PRODUTOS PARA PISCINA,42002
1987,10,1054,BETUME,42002
1987,10,1055,ESCADA CARACOL,42002
1987,10,1056,IMPERMEABILIZANTE,42002
1987,10,1057,PALHA PARA COBERTURA,42002
1987,10,1057,SAPE PARA COBERTURA,42002
1987,10,1058,ESCADA DE CONCRETO (PRE-MOLDADA),42002
1987,10,1059,MASSA PARA FIXAÇÃO E VEDAÇÃO DE VIDRO,42002
1987,10,1060,GRADE DE MADEIRA,42002
1987,10,1061,BANDEIRA DE JANELA,42002
1987,10,1098,AGREGADO,42002
1987,11,1100,"DESPESAS COM CONSTRUÇÃO, REFORMA E MANUTENÇÃO DE JAZIGO",42002
1987,11,1101,CONSTRUÇÃO DE JAZIGO,42002
1987,11,1102,REFORMA DE JAZIGO,42002
1987,11,1103,MANUTENÇÃO DE JAZIGO,42002
1987,11,1104,EXUMAÇÃO,42002
1987,11,1104,TRANSFERENCIA DE OSSOS,42002
1987,11,1105,LAPIDE DE JAZIGO,42002
1987,11,1106,PLACA PARA JAZIGO,42002
1987,11,1107,CONDOMINIO DE JAZIGO,42002
1987,11,1107,TAXA DE CONDOMINIO DE JAZIGO,42002
1987,11,1108,GRAVAÇÃO EM JAZIGO,42002
1987,11,1198,AGREGADO,42002
1987,12,1200,"DESPESAS COM CONSERTO E MANUTENÇÃO DE MOVEIS, APARELHOS, MAQUINAS E UTENSILIOS DOMESTICOS",32005
1987,12,1201,CONSERTO DE MOVEIS,32005
1987,12,1202,MANUTENÇÃO DE MOVEIS,32005
1987,12,1203,CONSERTO DE APARELHO DOMESTICO (PEÇA),32005
1987,12,1204,CONSERTO DE APARELHO DOMESTICO (MÃO-DE-OBRA),32005
1987,12,1205,CONSERTO DE APARELHO DOMESTICO (PEÇA+MÃO-DE-OBRA),32005
1987,12,1206,MANUTENÇÃO DE APARELHO DOMESTICO (MATERIAL),32005
1987,12,1207,MANUTENÇÃO DE APARELHO DOMESTICO (MÃO-DE-OBRA),32005
1987,12,1208,MANUTENÇÃO DE APARELHO DOMESTICO (MATERIAL+MÃO-DE-OBRA),32005
1987,12,1209,MANUTENÇÃO DE UTENSILIOS DOMESTICOS NÃO ELETRICOS (MATERIAL),32005
1987,12,1210,MANUTENÇÃO DE UTENSILIOS DOMESTICOS NÃO ELETRICOS (MÃO-DE-OBRA),32005
1987,12,1211,MANUTENÇÃO DE UTENSILIOS DOMESTICOS NÃO ELETRICOS (MATERIAL+MÃO-DE-OBRA),32005
1987,12,1212,CONSERTO DE UTENSILIOS DOMESTICOS NÃO ELETRICOS (PEÇA),32005
1987,12,1213,CONSERTO DE UTENSILIOS DOMESTICOS NÃO ELETRICOS (MÃO-DE-OBRA),32005
1987,12,1214,CONSERTO DE UTENSILIOS DOMESTICOS NÃO ELETRICOS (PEÇA+MÃO-DE-OBRA),32005
1987,12,1215,MONTAGEM DE MOVEIS,32005
1987,12,1298,AGREGADO,32005
1987,13,1300,DESPESAS COM ALUGUEL DE APARELHOS E UTILIDADES DE USO DOMESTICO,40006
1987,13,1301,AR CONDICIONADO (ALUGUEL),40006
1987,13,1302,TELEFONE (ALUGUEL),40006
1987,13,1303,TELEVISÃO (ALUGUEL),40006
1987,13,1304,VIDEO-CASSETE (ALUGUEL),40006
1987,13,1305,BIP (ALUGUEL),40006
1987,13,1306,MAQUINA DE COSTURA (ALUGUEL),40006
1987,13,1307,PIANO (ALUGUEL),40006
1987,13,1398,AGREGADO,40006
1987,14,1400,INVENTARIO DE BENS DURAVEIS DO DOMICILIO PRINCIPAL,88888
1987,14,1401,FOGÃO (INVENTARIO),88888
1987,14,1402,FREEZER (INVENTARIO),88888
1987,14,1403,GELADEIRA (INVENTARIO),88888
1987,14,1404,MAQUINA DE LAVAR PRATOS (INVENTARIO),88888
1987,14,1405,BATEDEIRA DE BOLO (INVENTARIO),88888
1987,14,1406,LIQUIDIFICADOR (INVENTARIO),88888
1987,14,1407,TORRADEIRA ELETRICA (INVENTARIO),88888
1987,14,1408,ASPIRADOR DE PO (INVENTARIO),88888
1987,14,1409,ENCERADEIRA (INVENTARIO),88888
1987,14,1410,FERRO ELETRICO (INVENTARIO),88888
1987,14,1411,MAQUINA DE LAVAR ROUPAS (INVENTARIO),88888
1987,14,1412,MAQUINA DE SECAR ROUPAS (INVENTARIO),88888
1987,14,1413,TELEVISÃO EM CORES (INVENTARIO),88888
1987,14,1414,TELEVISÃO EM PRETO E BRANCO (INVENTARIO),88888
1987,14,1415,CONJUNTO DE SOM ACOPLADO (INVENTARIO),88888
1987,14,1416,GRAVADOR TOCA-FITAS (INVENTARIO),88888
1987,14,1417,RADIO DE MESA (INVENTARIO),88888
1987,14,1418,RADIO PORTATIL (INVENTARIO),88888
1987,14,1419,TOCA-DISCOS (INVENTARIO),88888
1987,14,1420,AR CONDICIONADO (INVENTARIO),88888
1987,14,1421,VENTILADOR E CIRCULADOR DE AR (INVENTARIO),88888
1987,14,1422,MAQUINA DE COSTURA (INVENTARIO),88888
1987,14,1423,SECADOR DE CABELO (INVENTARIO),88888
1987,14,1424,AUTOMOVEL (INVENTARIO),88888
1987,14,1425,BICICLETA (INVENTARIO),88888
1987,14,1426,MOTOCICLETA (INVENTARIO),88888
1987,15,1500,DESPESAS COM AQUISIÇÃO DE APARELHOS E MAQUINAS DE USO DOMESTICO,88888
1987,15,1501,EXAUSTOR,32004
1987,15,1501,PURIFICADOR DE AR (EXAUSTOR),32004
1987,15,1502,FOGÃO A GAS OU ELETRICO,32004
1987,15,1503,FOGÃO A LENHA,32004
1987,15,1504,FORNO ELETRICO,32004
1987,15,1505,FREEZER,32004
1987,15,1506,GELADEIRA,32004
1987,15,1507,MAQUINA DE LAVAR PRATOS,32004
1987,15,1508,ABRIDOR OU AFIADOR ELETRICO,32004
1987,15,1508,AFIADOR ELETRICO,32004
1987,15,1509,BATEDEIRA DE BOLO,32004
1987,15,1510,CAFETEIRA ELETRICA,32004
1987,15,1511,ESPREMEDOR DE FRUTAS ELETRICO,32004
1987,15,1512,FACA ELETRICA,32004
1987,15,1513,GRILL,32004
1987,15,1514,LIQUIDIFICADOR,32004
1987,15,1515,MAQUINA ELETRICA DE MOER CARNE,32004
1987,15,1516,OZONIZADOR,32004
1987,15,1516,PURIFICADOR DE AGUA (OZONIZADOR),32004
1987,15,1517,TORRADEIRA ELETRICA,32004
1987,15,1518,ASPIRADOR DE PO,32004
1987,15,1519,ENCERADEIRA,32004
1987,15,1520,FERRO ELETRICO,32004
1987,15,1521,MAQUINA DE LAVAR ROUPAS,32004
1987,15,1522,MAQUINA DE SECAR ROUPAS,32004
1987,15,1523,ANTENA DE TELEVISÃO,32004
1987,15,1524,TELEVISÃO EM CORES,32004
1987,15,1525,TELEVISÃO EM PRETO E BRANCO,32004
1987,15,1526,VIDEO-CASSETE,32004
1987,15,1527,AMPLIFICADOR E SINTONIZADOR (RADIO),32004
1987,15,1528,CAIXA DE SOM,32004
1987,15,1529,CONJUNTO DE SOM ACOPLADO,32004
1987,15,1530,GRAVADOR E TOCA-FITAS,32004
1987,15,1530,RADIO GRAVADOR,32004
1987,15,1530,RADIO TOCA-FITAS,32004
1987,15,1530,TOCA-FITAS,32004
1987,15,1531,RADIO DE MESA,32004
1987,15,1532,RADIO PORTATIL,32004
1987,15,1533,RADIO RELOGIO,32004
1987,15,1534,AMPLIFICADOR,32004
1987,15,1535,TAPE-DECK,32004
1987,15,1536,TOCA-DISCOS,32004
1987,15,1537,VIDEO-GAME E ACESSORIOS,32004
1987,15,1538,WALKMAN,32004
1987,15,1539,AR CONDICIONADO,32004
1987,15,1540,AQUECEDOR DE AR,32004
1987,15,1541,CIRCULADOR DE AR,32004
1987,15,1542,VENTILADOR,32004
1987,15,1543,MAQUINA DE COSTURA A PEDAL,32004
1987,15,1544,MAQUINA DE COSTURA ELETRICA,32004
1987,15,1545,MAQUINA DE TRICO,32004
1987,15,1546,AQUECEDOR CENTRAL DE AGUA ELETRICO,32004
1987,15,1546,AQUECEDOR DE AGUA ELETRICO (CENTRAL),32004
1987,15,1547,AQUECEDOR DE AGUA A GAS,32004
1987,15,1548,BOMBA D'AGUA,32004
1987,15,1549,CHUVEIRO ELETRICO OU DUCHA,32004
1987,15,1550,TORNEIRA ELETRICA,32004
1987,15,1551,SECADOR E MODELADOR DE CABELOS,32004
1987,15,1552,BARBEADOR ELETRICO,32004
1987,15,1553,DEPILADOR ELETRICO,32004
1987,15,1554,ACENDEDOR ELETRICO,32004
1987,15,1555,GERADOR,32004
1987,15,1556,REGULADOR DE VOLTAGEM,32004
1987,15,1557,MAQUINA DE COSTURA MANUAL,32004
1987,15,1557,MINI MAQUINA DE COSTURA MANUAL,32004
1987,15,1558,CENTRIFUGA,32004
1987,15,1559,RADIO RELOGIO TELEFONE,32004
1987,15,1559,TELEFONE RADIO RELOGIO,32004
1987,15,1560,EGOISTA (FONE PARA OUVIDO),32004
1987,15,1560,FONE PARA OUVIDO,32004
1987,15,1560,HADFONE,32004
1987,15,1561,MASTER WALITTA,32004
1987,15,1561,MULTIPREPARADOR DE ALIMENTOS (ELETRICO),32004
1987,15,1561,MULTIPROCESSADOR DE ALIMENTOS (ELETRICO),32004
1987,15,1561,PREPARADOR DE ALIMENTOS (ELETRICO),32004
1987,15,1561,PROCESSADOR DE ALIMENTOS (ELETRICO),32004
1987,15,1561,WALITTA MASTER,32004
1987,15,1562,COMPUTADOR E ACESSORIOS,32004
1987,15,1562,MICROCOMPUTADOR,32004
1987,15,1563,IOGURTEIRA,32004
1987,15,1564,MAQUINA DE PRESSÃO PARA BOTÃO,32004
1987,15,1565,TANQUE ELETRICO PARA ROUPA,32004
1987,15,1566,FORNO DE MICROONDAS,32004
1987,15,1567,MAQUINA DE MOER CARNE MANUAL,32004
1987,15,1567,MAQUINA MANUAL DE MOER CARNE,32004
1987,15,1568,FRITADEIRA ELETRICA,32004
1987,15,1569,MAQUINA SELADORA,32004
1987,15,1569,SELADORA,32004
1987,15,1570,MICROFONE,32004
1987,15,1571,ESTERILIZADOR,32004
1987,15,1572,TOUCA ELETRICA,32004
1987,15,1572,TOUCA TERMICA,32004
1987,15,1573,MAQUINA DE MOER CAFE,32004
1987,15,1574,SECRETARIA ELETRONICA,32004
1987,15,1575,BRAUM MINI PINER,32004
1987,15,1575,TRITURADOR ELETRICO,32004
1987,15,1575,WALITTA MIX,32004
1987,15,1576,MOTOR DE MAQUINA DE COSTURA,32004
1987,15,1577,"ALTO-FALANTE, TWEETHER, MEGAFONE, ETC.",32004
1987,15,1577,"MEGAFONE, TWEETHER, ALTO-FALANTE, ETC.",32004
1987,15,1577,"TWEETHER, ALTO-FALANTE, MEGAFONE, ETC.",32004
1987,15,1578,EQUALIZADOR,32004
1987,15,1579,GELAGUA (PARA GARRAFÃO D'AGUA),32004
1987,15,1580,SAUNA RESIDENCIAL,32004
1987,15,1581,ANTENA PARA RADIO (NÃO VEICULO),32004
1987,15,1582,AQUECEDOR DE MAMADEIRA ELETRICO,32004
1987,15,1584,APARELHO PARA MASCARA FACIAL,32004
1987,15,1584,BRAUN BEAULTY CARE,32004
1987,15,1585,FORNO A GAS,32004
1987,15,1598,AGREGADO,32004
1987,16,1600,"DESPESAS COM INSTRUMENTOS E ACESSORIOS MUSICAIS, FOTOGRAFIA, ACAMPAMENTO, MAQUINA DE ESCRITORIO E UTILIDADE DOMESTICA",38005
1987,16,1601,ACESSORIOS PARA INSTRUMENTOS MUSICAIS,38005
1987,16,1602,ACORDEÃO,38005
1987,16,1603,FLAUTA,38005
1987,16,1604,GAITA,38005
1987,16,1605,GUITARRA,38005
1987,16,1606,PIANO,38005
1987,16,1607,CAVAQUINHO,38005
1987,16,1607,VIOLÃO,38005
1987,16,1608,BINOCULOS,38005
1987,16,1609,FILMADORA,32004
1987,16,1610,FLASH ELETRONICO,32004
1987,16,1611,MAQUINA FOTOGRAFICA,32004
1987,16,1612,PROJETOR DE FILMES,32004
1987,16,1613,PROJETOR DE SLIDES,32004
1987,16,1614,CALCULADORA MECANICA,32004
1987,16,1615,CALCULADORA ELETRONICA,32004
1987,16,1616,MAQUINA DE ESCREVER MECANICA,32004
1987,16,1617,MAQUINA DE ESCREVER ELETRICA,32004
1987,16,1618,BARRACA DE ACAMPAMENTO,38005
1987,16,1619,CHURRASQUEIRA,32003
1987,16,1620,FOGAREIRO,32003
1987,16,1621,LAMPARINA,32003
1987,16,1621,LAMPIÃO,32003
1987,16,1622,APARELHO DE CHA OU CAFE,32003
1987,16,1622,CONJUNTO DE XICARAS,32003
1987,16,1623,APARELHO DE JANTAR,32003
1987,16,1623,CONJUNTO DE PRATOS,32003
1987,16,1624,BAIXELA,32003
1987,16,1625,BATERIA DE COZINHA,32003
1987,16,1625,CONJUNTO DE PANELAS,32003
1987,16,1626,FAQUEIRO,32003
1987,16,1627,CONJUNTO COMPLETO DE COPOS,32003
1987,16,1628,JOGO DE LATAS DE MANTIMENTOS,32003
1987,16,1629,FILTRO DE AGUA,32003
1987,16,1630,"ALICATE E CHAVE (BOCA, ESTRIA, ETC.)",32003
1987,16,1631,CAIXA COM FERRAMENTAS,32003
1987,16,1631,CONJUNTO DE FERRAMENTAS,32003
1987,16,1632,CHAVE DE FENDA,32003
1987,16,1633,CORTADOR DE GRAMA,32004
1987,16,1634,FURADEIRA ELETRICA,32004
1987,16,1634,LIXADEIRA ELETRICA,32004
1987,16,1634,SERRADEIRA ELETRICA,32004
1987,16,1635,MARTELO,32003
1987,16,1636,FURADEIRA MANUAL,32003
1987,16,1636,PUA (FURADEIRA MANUAL),32003
1987,16,1636,SERRA MANUAL,32003
1987,16,1637,SERROTE,32003
1987,16,1638,APARELHO TELEFONICO,32004
1987,16,1639,LINHA TELEFONICA,32004
1987,16,1640,ANIMAL DOMESTICO (COMPRA),40006
1987,16,1640,ANIMAL DOMESTICO (TRATAMENTO),40006
1987,16,1640,COMPRA E TRATAMENTO DE ANIMAIS DOMESTICOS,40006
1987,16,1640,INJEÇÃO PARA ANIMAL DOMESTICO,40006
1987,16,1640,MEDICAMENTO PARA ANIMAL DOMESTICO,40006
1987,16,1640,REMEDIOS PARA ANIMAIS,40006
1987,16,1640,VACINA PARA ANIMAL DOMESTICO,40006
1987,16,1640,VETERINARIO,40006
1987,16,1641,CARRINHO DE FEIRA,32003
1987,16,1642,SECADOR DE ROUPA,32003
1987,16,1643,ORGÃO,38005
1987,16,1644,ESCADA,32003
1987,16,1645,LANTERNA DE PILHA,32003
1987,16,1646,MANGUEIRA DE BORRACHA OU PLASTICO,32003
1987,16,1647,TABUA DE PASSAR ROUPA,32003
1987,16,1648,INTERFONE,32004
1987,16,1649,ANCINHO AGRICOLA,32003
1987,16,1649,CAVADEIRA,32003
1987,16,1649,"ENXADA, CAVADEIRA, ANCINHO AGRICOLA",32003
1987,16,1649,FOICE,32003
1987,16,1649,MAQUINA DE PICAR CAPIM,32003
1987,16,1649,MAQUINA DE RALAR MACAXEIRA,32003
1987,16,1649,MOENDA DE CANA,32003
1987,16,1649,PE-DE-CABRA,32003
1987,16,1649,PICADORA DE CAPIM,32003
1987,16,1649,PICARETA,32003
1987,16,1649,PULVERIZADOR DE AGROTOXICO,32003
1987,16,1649,RALADORA DE MACAXEIRA,32003
1987,16,1649,TERÇADO,32003
1987,16,1650,PENEIRA,32003
1987,16,1651,LUNETA,32003
1987,16,1651,TELESCOPIO,32003
1987,16,1652,VIBRADOR,32004
1987,16,1653,CONJUNTO PARA SORVETE,32003
1987,16,1653,JOGO PARA SORVETE,32003
1987,16,1654,CONJUNTO DE SALADEIRAS,32003
1987,16,1654,JOGO DE SALADEIRAS,32003
1987,16,1655,BARQUETES (FORMAS),32003
1987,16,1655,FORMAS DE BARQUETE,32003
1987,16,1656,CONJUNTO DE PANELAS DE BARRO,32003
1987,16,1656,JOGO DE PANELAS DE BARRO,32003
1987,16,1657,BALANÇA DE BANHEIRO,32004
1987,16,1657,BALANÇA PARA PESSOAS,32004
1987,16,1658,FOTOCOPIADORA,32004
1987,16,1659,COLHER DE PEDREIRO,32003
1987,16,1659,DESEMPENADEIRA,32003
1987,16,1659,ESCALA,32003
1987,16,1659,FERRAMENTAS PARA SERVIÇO DE PEDREIRO,32003
1987,16,1659,METRO,32003
1987,16,1659,NIVEL,32003
1987,16,1659,PA DE PEDREIRO,32003
1987,16,1659,RISCADOR,32003
1987,16,1660,CHAVE INGLESA,32003
1987,16,1661,BROCA E TARRACHA,32003
1987,16,1661,TARRACHA E BROCA,32003
1987,16,1662,RELOGIO DESPERTADOR,32003
1987,16,1663,PLAINA,32003
1987,16,1664,FERRO PARA SOLDAR E MAÇARICO,32003
1987,16,1664,MAÇARICO,32003
1987,16,1664,SOLDADOR (FERRO PARA SOLDAR),32003
1987,16,1665,BATERIA MUSICAL,38005
